# sliding rolling num_particles error
6.015723599181438397e-01 1.533386312531682116e-01 3.500300797204305127e+04 3.540071343638526287e+02 4.208275862068966262e+02 1.489759678543606424e+05
8.135215721304046577e-01 1.103450628846120996e-01 2.131998059224652388e+04 6.670915576694412721e+02 6.332318668252081579e+02 4.224236324063562788e+05
5.426134677224284664e-01 3.945858025521392642e-01 2.988799228330473852e+04 7.538168846611178253e+01 8.732461355529135005e+01 6.582676814448574987e+03
2.156520241421400197e-01 7.931326582876094822e-01 3.518527956952631939e+04 2.446801426872771117e+02 2.618882282996433446e+02 6.407884906847493403e+04
5.220102325204053484e-01 8.757470689893444016e-01 3.311672894834696490e+04 2.975457788347206360e+02 4.204851367419739745e+02 1.251135775003146555e+05
2.135691790389206146e-01 6.229169280274996501e-01 2.360744932780667295e+04 6.090035671819264280e+02 5.906825208085613212e+02 3.597277622444263543e+05
7.928167671024242136e-01 4.833580296712490787e-01 2.876758424303159700e+04 9.935315101070156629e+01 1.092413793103448683e+02 1.085347525523802324e+04
2.730234851986862443e-01 9.075137795580101585e-01 2.896980345287465389e+04 1.584256837098692188e+02 1.184019024970273790e+02 1.875790235564083559e+04
4.723683241867213667e-01 3.559746143120727790e-01 2.924910229738632188e+04 5.359334126040428714e+01 1.827824019024970781e+01 9.795919641556895385e+02
4.552770207367938804e-01 5.573323314751775781e-01 3.188326239778831587e+04 1.625778834720570956e+02 2.427538644470868405e+02 3.946640948647003097e+04
4.396207327952318389e-01 9.392192905445333473e-01 2.604422491479694509e+04 2.707919143876338239e+02 2.020451843043995837e+02 5.471220225059067161e+04
4.327422350245637706e-01 2.772739943008466490e-01 3.444880875261901383e+04 2.621022592152200446e+02 3.677479191438764019e+02 9.638756042930607509e+04
7.060635354845468115e-01 5.253756692342411716e-01 2.488517860213734821e+04 3.279381688466112905e+02 2.479334126040428430e+02 8.130682932526114746e+04
4.202299399359145093e-01 6.176598365809490288e-01 3.329983826027573377e+04 2.362901307966706952e+02 3.380404280618312214e+02 7.987561696129264601e+04
6.145812824536917018e-01 3.864301035174910193e-01 3.115456722259550952e+04 1.331272294887039607e+02 2.252461355529132447e+02 2.998639397919640032e+04
5.376085661201014387e-01 5.765206052071466525e-01 3.354851509325793450e+04 3.043091557669441727e+02 4.204851367419739745e+02 1.279574769744981750e+05
4.380570432830334093e-01 4.177624122476844004e-01 3.173970397831129230e+04 1.258073721759810155e+02 1.985778834720571240e+02 2.498256169188768035e+04
6.472510621012557142e-01 2.347176142535968291e-01 3.285523754355793790e+04 2.152294887039239484e+02 2.957479191438764019e+02 6.365367342258596182e+04
6.111027964305606464e-01 3.337951640044884427e-01 2.927974783554800160e+04 4.156480380499406380e+01 5.213793103448276867e+01 2.167102874246587362e+03
3.625070706074192683e-01 2.370674756956311635e-01 3.433719957066469215e+04 2.613745541022592533e+02 3.121426872770512091e+02 8.158615570332021161e+04
5.433633986925578974e-01 3.208268720052423473e-01 2.559511673514687209e+04 3.342306777645660532e+02 2.826492271105827285e+02 9.447004274680082744e+04
3.093236772294001846e-01 4.728214913864869917e-01 3.086685932478751783e+04 3.582877526753865283e+01 6.228299643281808073e+01 2.231523482180350584e+03
3.987900693083259451e-01 2.712489505653797872e-01 2.906685894245921008e+04 1.227253269916765959e+02 8.561236623067779306e+01 1.050680564019110352e+04
7.966527575549042783e-01 3.120550913186351250e-01 3.079154766538714830e+04 1.279904875148632755e+02 2.021307966706302466e+02 2.587081920764166716e+04
4.501563976808584666e-01 4.188799911568806822e-01 2.795939442713707831e+04 1.541022592152200161e+02 9.768370986920334076e+01 1.505328037936831970e+04
4.812011256431011907e-01 3.050073638242338792e-01 3.109012784859507519e+04 8.475624256837100745e+01 1.091985731272295226e+02 9.255260752091464383e+03
4.333068374069324880e-01 2.984433487915300609e-01 3.083343408401188935e+04 4.516052318668253207e+01 8.856599286563617568e+01 3.999686574360122449e+03
5.705720846918167499e-01 3.522270588977712835e-01 2.875946485002029294e+04 7.640903686087992241e+01 1.665160523186682795e+01 1.272333117954533463e+03
5.401401833770819172e-01 4.606150320184439484e-01 2.768840067751735114e+04 1.395481569560047888e+02 9.764090368608800929e+01 1.362560815291235667e+04
3.965185054335986226e-01 3.944063972504723292e-01 2.958961321906642479e+04 7.392627824019027116e+01 2.273008323424495103e+01 1.680350457597476179e+03
5.439982662642645073e-01 3.847662931324534186e-01 3.123797463134786085e+04 1.229821640903686415e+02 1.932699167657551129e+02 2.376875261741798386e+04
7.898379337080998486e-01 2.673158901178143698e-01 3.044452600138816342e+04 8.150297265160524773e+01 1.466967895362663796e+02 1.195622442565261008e+04
5.077575034201357029e-01 2.511505742403474239e-01 2.753297227572163683e+04 2.029441141498216723e+02 1.579976218787158473e+02 3.206468740995446933e+04
3.810272897426044136e-01 2.471719009016048740e-01 2.807019377226258439e+04 2.018739595719382294e+02 1.680570749108204893e+02 3.392634714632516989e+04
5.551546296596149288e-01 4.809646538451421427e-01 2.926761398285970790e+04 7.739357907253271662e+01 7.769322235434009372e+01 6.012956547680486437e+03
5.836659752409810720e-01 2.927421310021058320e-01 2.895118900741131074e+04 6.622116527942925757e+01 1.849227110582640421e+01 1.224579741290944412e+03
5.456666876951925538e-01 1.675726848825295212e-01 2.989527013841207008e+04 5.042568370986921167e+01 6.819024970273484598e+01 3.438539963607110167e+03
6.807623569287168941e-01 3.898025207380253487e-01 2.969690884828246999e+04 7.623781212841856814e+01 1.159619500594530734e+02 8.840685362677639205e+03
5.016784218159137110e-01 2.925235874242635425e-01 2.931399735531908664e+04 5.671819262782403115e+01 3.257550535077290021e+01 1.847623787433849884e+03
4.366788070629719076e-01 5.118442899485874387e-01 2.984498021287775191e+04 8.411414982164092180e+01 7.015933412604043440e+01 5.901392742064329468e+03
5.391731849777956498e-01 3.139527638651884445e-01 2.821419828977805446e+04 1.292746730083234468e+02 6.985969084423307152e+01 9.031088690350798061e+03
5.867552453116208211e-01 3.704409926646568540e-01 3.053637557211979583e+04 9.926753864447088915e+01 1.612080856123662613e+02 1.600272986832673996e+04
5.218592400494420636e-01 1.494493419819046265e-01 3.074451348947707811e+04 6.249702734839478069e+01 8.475624256837100745e+01 5.297013209742664912e+03
6.229993068033289338e-01 1.501703690926745327e-01 2.812307880030597880e+04 1.609084423305588984e+02 1.162187871581450906e+02 1.870058401116388995e+04
6.499344155051067773e-01 1.543399384312898748e-01 2.964957473002190454e+04 4.623067776456600342e+01 6.112722948870393935e+01 2.825953249132948713e+03
5.008923623701454497e-01 3.712188512448899580e-01 2.830640412421705332e+04 1.295743162901308381e+02 5.641854934601666116e+01 7.310394957591117418e+03
7.318206315429846009e-01 5.226133238910998235e-01 3.090874162329584578e+04 1.748204518430440260e+02 2.692080856123663466e+02 4.706307916655476583e+04
3.729885144290718824e-01 1.531436365767162577e-01 2.856265604186426572e+04 1.869774078478002934e+02 1.631771700356718497e+02 3.051044427320967225e+04
5.961008449437479317e-01 8.846282022270797463e-02 2.928378860485348559e+04 1.051747919143876686e+02 1.011082045184304548e+02 1.063403437106327328e+04
6.571056573460861694e-01 2.635407992889705064e-01 2.893315102228223259e+04 5.389298454221167134e+01 2.200237812128418824e+01 1.185773823982264958e+03
6.404962936742277790e-01 2.163829737432813177e-02 3.043885808584004917e+04 1.179310344827586619e+02 1.417740784780023944e+02 1.671956373775063184e+04
4.343960920544963078e-01 3.895067801867039825e-01 2.898937239826167206e+04 1.013650416171225004e+02 4.058026159334126959e+01 4.113419905242755704e+03
7.067466340405946790e-01 1.852024900554139764e-01 2.934661587022211825e+04 4.533174791914388635e+01 4.323424494649228222e+01 1.959883893388908518e+03
5.581740564557878814e-01 4.236162684315181171e-02 2.926940999633403044e+04 1.365517241379310747e+02 1.480665873959572139e+02 2.021874779613761348e+04
4.767348719768539356e-01 2.679434808960207692e-01 3.206353762389506664e+04 1.390344827586207259e+02 1.916432818073722046e+02 2.664502456025258289e+04
6.200785632122621793e-01 2.750925241421526279e-01 2.825205487750501197e+04 1.147205707491082478e+02 5.646135552913199973e+01 6.477278931570342138e+03
6.943857889134480432e-01 1.985967765680880515e-01 2.903783830756166208e+04 6.716290130796672031e+01 4.169322235434007951e+01 2.800237778195654755e+03
7.261188541248357886e-01 1.300038598564469128e-01 2.981321998432084365e+04 5.787395957193818674e+01 7.409750297265162544e+01 4.288315891420809749e+03
4.937273124261452040e-01 3.933088487087674778e-01 2.778858343006334690e+04 1.589393579072533100e+02 8.942211652794294707e+01 1.421269378365883495e+04
6.056683360126271509e-01 2.788211075056055699e-01 2.918095745329726560e+04 5.795957193816885678e+01 3.300356718192628591e+01 1.912872626297045372e+03
6.990042028948729724e-01 2.518876322158344894e-01 2.987736373227697550e+04 3.561474435196195998e+01 8.492746730083236173e+01 3.024670036378753593e+03
5.314945544977704994e-01 4.315311967974447827e-01 2.932695094053943103e+04 6.468014268727706906e+01 4.687277051129608907e+01 3.031737484818624125e+03
6.902550760965019405e-01 6.705765479281577957e-02 3.014063770037910217e+04 8.377170035671821324e+01 1.038478002378121516e+02 8.699506804226330132e+03
7.721698653439443838e-01 3.689932335012237052e-01 2.912372725892819290e+04 6.930321046373366300e+01 9.306064209274676102e+01 6.449401264843821082e+03
7.725099544553110098e-01 2.872928323833001119e-01 2.819178493571265426e+04 1.253365041617122699e+02 2.803804994054697275e+01 3.514191163059661903e+03
6.866858206199907277e-01 2.703775086796524341e-01 2.840236441416103844e+04 1.017931034482758861e+02 3.540071343638526713e+01 3.603548484972735423e+03
