# x y error
-3.703917810409612654e-01 -1.007274263840822748e+00 -1.591279132239047378e+01 -6.626855866046954979e+00 1.054517745199643883e+02
-1.249521624851625212e+00 -3.287959533432107118e-01 -4.231733980989806909e+00 -4.986226264323826568e-02 2.110038311964299862e-01
2.920340924969676566e-01 2.530069474617821501e-02 -1.391932887810906116e+01 -1.507368872699709961e+01 2.098156307973177377e+02
2.522260669951303935e-01 -1.231622060624135262e+00 -1.690022847394108574e+00 -1.759604280072939275e+01 2.973771435695729437e+01
1.066292578565917859e+00 -4.008745013748671315e-01 -2.864985261670744077e+00 -3.226115616838194455e+01 9.242773694687248565e+01
8.866253158349245433e-01 -2.368136423793484047e-01 -2.492768791164988951e+00 -2.749934151943636707e+01 6.854950031723858217e+01
-2.642481489529143190e-01 -5.945023806408190614e-01 -3.729323219025339142e+01 -5.700479539500633130e+00 2.125893070623858421e+02
8.055014879425668184e-01 8.421865432222861436e-01 -1.365498061508448302e+01 -3.495853814588483033e+01 4.773581607137488163e+02
-1.174061149023093886e+00 -7.287716693883194985e-01 -5.092448229478423016e+00 -6.939903067395573055e-01 3.534109708831046248e+00
-6.346320528118725157e-01 -7.961844015613739334e-01 -1.925407998946534960e+01 -2.976073239547028848e+00 5.730155220874576827e+01
-1.198624799061847268e+00 -9.700051645019527324e-01 -4.353724699958860356e+00 -2.067679996345580307e+00 9.002109471700599386e+00
-2.367163678994204656e-01 -1.162271680324027390e-01 -3.450374866617856640e+01 -6.285453901339518090e+00 2.168717216646702752e+02
-7.855178737859964677e-01 7.128392658056359465e-02 -8.393355017935860474e+00 -2.442630013595921135e+00 2.050186088157606434e+01
-2.872343024464700800e-01 -1.816026183349328527e-02 -2.933528113778763213e+01 -6.100545998140607828e+00 1.789612319494600001e+02
-3.975083589091907288e-01 -3.263453581098381684e-01 -3.813139271608920211e+01 -4.036140733465276575e+00 1.539036673651687863e+02
-3.136624484389426426e-01 -2.618006393260821074e-01 -3.884096441027372748e+01 -5.008509571529605076e+00 1.945353420162967097e+02
-8.876674702303496423e-01 -1.178249928949896219e+00 -4.294553363018323466e+00 -4.437995937079937114e+00 1.905921037664829853e+01
2.395637985486036570e-01 -1.002928891024038149e+00 -6.138671963879451354e+00 -1.528738023415475134e+01 9.384421244457065825e+01
-9.590374583635519201e-01 -8.642412754416759491e-01 -7.330148462656552510e+00 -1.721478106118660367e+00 1.261869009306261269e+01
-1.103482337021825410e+00 -7.602865801360803033e-02 -3.549303003571324666e+00 -7.057187664451587406e-01 2.504809737420452098e+00
-6.224727469830630966e-01 -1.100081824858108792e+00 -8.156564621964223605e+00 -5.175363565777653996e+00 4.221318736642462710e+01
