# x y error
-9.308960786146585065e-01 -2.531556341945916611e+00 -1.591279132239047378e+01 -6.626855866046954979e+00 1.054517745199643883e+02
-3.140390365708357834e+00 -8.263543612424665286e-01 -4.231733980989806909e+00 -4.986226264323826568e-02 2.110038311964299862e-01
7.339617276689885950e-01 6.358758139624907935e-02 -1.391932887810906116e+01 -1.507368872699709961e+01 2.098156307973177377e+02
6.339132472925989026e-01 -3.095403854124724852e+00 -1.690022847394108574e+00 -1.759604280072939275e+01 2.973771435695729437e+01
2.679885545120003876e+00 -1.007507510824603214e+00 -2.864985261670744077e+00 -3.226115616838194455e+01 9.242773694687248565e+01
2.228332462970983308e+00 -5.951775993350411076e-01 -2.492768791164988951e+00 -2.749934151943636707e+01 6.854950031723858217e+01
-6.641280347801415962e-01 -1.494147449250271986e+00 -3.729323219025339142e+01 -5.700479539500633130e+00 2.125893070623858421e+02
2.024446045580812203e+00 2.116645645711453749e+00 -1.365498061508448302e+01 -3.495853814588483033e+01 4.773581607137488163e+02
-2.950737504508914366e+00 -1.831602978155771222e+00 -5.092448229478423016e+00 -6.939903067395573055e-01 3.534109708831046248e+00
-1.595004315877110557e+00 -2.001029653478398451e+00 -1.925407998946534960e+01 -2.976073239547028848e+00 5.730155220874576827e+01
-3.012472690514592877e+00 -2.437888878994794783e+00 -4.353724699958860356e+00 -2.067679996345580307e+00 9.002109471700599386e+00
-5.949331219018224592e-01 -2.921107337905143320e-01 -3.450374866617856640e+01 -6.285453901339518090e+00 2.168717216646702752e+02
-1.974221745239648662e+00 1.791560480516262155e-01 -8.393355017935860474e+00 -2.442630013595921135e+00 2.050186088157606434e+01
-7.218985395398552773e-01 -4.564171613069568922e-02 -2.933528113778763213e+01 -6.100545998140607828e+00 1.789612319494600001e+02
-9.990474720717187340e-01 -8.201953436567982481e-01 -3.813139271608920211e+01 -4.036140733465276575e+00 1.539036673651687863e+02
-7.883197149782156243e-01 -6.579767721695445326e-01 -3.884096441027372748e+01 -5.008509571529605076e+00 1.945353420162967097e+02
-2.230951682645042400e+00 -2.961265056705351562e+00 -4.294553363018323466e+00 -4.437995937079937114e+00 1.905921037664829853e+01
6.020894956690867605e-01 -2.520635228891261015e+00 -6.138671963879451354e+00 -1.528738023415475134e+01 9.384421244457065825e+01
-2.410324026969889566e+00 -2.172075233485313728e+00 -7.330148462656552510e+00 -1.721478106118660367e+00 1.261869009306261269e+01
-2.773353602683090280e+00 -1.910808587822734050e-01 -3.549303003571324666e+00 -7.057187664451587406e-01 2.504809737420452098e+00
-1.564444647185479154e+00 -2.764807183457510309e+00 -8.156564621964223605e+00 -5.175363565777653996e+00 4.221318736642462710e+01
-3.005317137119913440e+00 -3.031304580628176204e+00 -6.895958588891910601e+00 -4.126226571228163387e+00 2.845428756357487288e+01
-1.524122147918708148e+00 -7.142333707374051155e-01 -2.845777671824935950e+01 -2.259878000664192754e+00 6.431110355338537943e+01
-2.274401564153617272e+00 -2.014271842909081123e+00 -9.824722288600586495e+00 -1.555240461420900999e+00 1.527980562545538668e+01
-2.931910076933078368e+00 -3.092106504441735293e+00 -6.928272874577158014e+00 -4.381545863550676323e+00 3.035654535515390151e+01
-1.875251055711742998e+00 -2.545967531625386027e+00 -8.365574934566927467e+00 -3.655075796517437414e+00 3.057681046728852081e+01
-2.176787965976219041e+00 -2.999791864231175609e+00 -4.190270828750916721e+00 -4.676845553206771200e+00 1.959724949217577716e+01
-2.830765251361845092e+00 -3.123202428225768656e+00 -6.571486883378640620e+00 -4.536628951370419216e+00 2.981239764868650610e+01
-3.124208429832131095e+00 -2.733410332346799976e+00 -5.453319036579208579e+00 -3.020139114328006968e+00 1.646978212528239283e+01
-1.384999370645368044e+00 -5.872544312341533290e-01 -2.997117909033731209e+01 -2.778585937351699897e+00 8.327749674626056731e+01
-3.056639120379045504e+00 -1.899872892949665992e+00 -4.390790204176223455e+00 -8.129792134229130163e-01 3.569621166496217857e+00
-2.002231353304143813e+00 -2.269483865219730223e+00 -1.025298721376996802e+01 -2.607131556382506599e+00 2.673088651220603751e+01
-2.322897415938241839e+00 -3.135809919073472507e+00 -4.266017879172911087e+00 -5.020151919755742931e+00 2.141605784584221084e+01
-3.114718980790078362e+00 -1.693846085768826004e+00 -4.469928432394612905e+00 -4.945828352902354452e-01 2.210749877638165106e+00
-2.128843640645972091e+00 -2.910324305344167417e+00 -4.506967997463809716e+00 -4.408252354031639619e+00 1.986785228436510309e+01
-2.480915033570440631e+00 -2.380134984975163626e+00 -5.722013927002732814e+00 -2.174221779125571796e+00 1.244092730054918228e+01
-3.110665409704015394e-01 -3.141446079315510787e+00 -6.233766260215620747e+00 -1.181615445770465200e+01 7.365914498393566134e+01
-2.463084087913129494e+00 -7.219160108989998159e-01 -1.048017442356174200e+01 -3.656094016464012664e-01 3.831650300148326860e+00
-2.829987029462661674e+00 -1.299332362898139248e+00 -7.204862415695845179e+00 -1.185042736291131993e-01 8.538069871697340218e-01
-2.552280778008757967e+00 -1.099292333026878010e+00 -1.044859757661940058e+01 -2.103114691383635160e-01 2.197459906774370975e+00
-3.087692350304780842e+00 -1.692652192153051738e+00 -4.617487592893029458e+00 -4.874570075964044791e-01 2.250826684645161002e+00
-2.736530901430319407e+00 -2.781773130642122727e+00 -4.921260771066713779e+00 -3.244131454979350959e+00 1.596521686557346165e+01
-2.728799187679319616e+00 2.945505352132604671e-01 -1.359087193154422391e+00 -1.749410968824335999e+00 2.377602043293025602e+00
-2.807672187627836546e+00 -1.456770617573075244e+00 -7.170764049614307467e+00 -2.456293844899506695e-01 1.761350359829428447e+00
-2.719389416376793545e+00 -3.130718231634791682e+00 -6.004270255092919228e+00 -4.618702482262250442e+00 2.773193793137106056e+01
-3.000518359003194302e+00 -2.689701657529885548e+00 -5.066731984929099930e+00 -2.855091960155298647e+00 1.446598575443277035e+01
-2.990341302921214695e+00 -3.042780561267812267e+00 -6.902900548507301615e+00 -4.173045711922897638e+00 2.880611953377861312e+01
-3.067376589022134947e+00 -2.601521825980357860e+00 -4.789827451167013805e+00 -2.569411763839717366e+00 1.230703899979093485e+01
-3.001797159494838052e+00 -1.896539393995117173e+00 -4.663432443090620438e+00 -8.037861147673818207e-01 3.748402244911969383e+00
-2.969720680431218174e+00 -3.111658968971675598e+00 -7.241238769894408733e+00 -4.460020438432068524e+00 3.229607291329575247e+01
-2.384595709972118893e+00 -3.067049239934902083e+00 -4.433695390429802430e+00 -4.651415000500176866e+00 2.062295724669367303e+01
-3.141559834633328219e+00 -2.965859721032520380e+00 -6.969471816913276996e+00 -3.884643629559474398e+00 2.707391429496645685e+01
-3.087495810142477204e+00 -1.970328828529487097e+00 -4.149005122439812787e+00 -9.491935522678952575e-01 3.938208910546339592e+00
-2.879663586949031462e+00 -6.537875920850827471e-01 -5.403308184040627182e+00 -1.343438837002183806e-01 7.259014062731922179e-01
-3.125068870266658472e+00 -1.874760010035415814e+00 -4.121718436723800671e+00 -7.808472974669390387e-01 3.218432702235436427e+00
-3.023265553879647349e+00 -1.672165062369472599e+00 -5.031635645810672131e+00 -4.523471570674837405e-01 2.276046079781870013e+00
-3.093369021594482238e+00 -9.400243332735829238e-01 -4.799817825862093379e+00 -1.231485479278914344e-02 5.910905955733256750e-02
-2.229956420687947194e+00 3.493999468410390330e-01 -3.752399099833128027e+00 -2.413847330574316441e+00 9.057718550381663292e+00
-3.015910777744836402e+00 -8.644852320245892674e-01 -5.140685370906087570e+00 -1.861740518787498647e-02 9.570622249354004962e-02
-2.430649316804960769e+00 1.260374416196762271e-01 -3.889708951352012889e+00 -1.592120520384043392e+00 6.192885439769038491e+00
-2.905339799790272792e+00 -1.901935224248249678e+00 -5.171354720680739092e+00 -8.224477022434861784e-01 4.253168807509879024e+00
-3.133770754549872972e+00 -1.250345861252133872e+00 -4.857378313573216921e+00 -8.056766501891503285e-02 3.913476288381093626e-01
-3.010446804854675307e+00 -2.091560526013768739e-01 -2.364177110991262154e+00 -6.255432848687078051e-01 1.478895116020885636e+00
-2.958016948519742062e+00 -1.889479029308070102e+00 -4.908581746731703888e+00 -7.929355201904205730e-01 3.892188820741906863e+00
-2.566745642447542330e+00 -3.136832914933939787e+00 -5.243099277888096488e+00 -4.753764244683271301e+00 2.492445787854911288e+01
-3.073106922358582072e+00 -1.304486094794094164e+00 -5.234495349961199473e+00 -9.805640401970183717e-02 5.132757908750459341e-01
-2.794895540867039063e+00 -2.407156350201641537e+00 -4.633880994218230853e+00 -2.022156833069029158e+00 9.370434116087102083e+00
-1.601317409106125966e+00 -2.742280863593055784e+00 -8.173950587836273485e+00 -4.991855597712164361e+00 4.080318099731314163e+01
-2.380407308942832145e+00 9.982459031114114811e-01 -1.117242123609198723e+00 -4.376881792113003655e+00 4.890036708206767280e+00
-2.872914328367420556e+00 2.283338427609688803e-01 -1.214852569028067597e+00 -1.524954797206232504e+00 1.852595253037667478e+00
-3.084890502652892330e+00 -2.997785497935412380e+00 -6.995603273026270941e+00 -3.998353293201704517e+00 2.797089338463721475e+01
-3.046051831538711063e+00 -2.178142325726494521e-01 -2.260231849792869951e+00 -6.139353459539832469e-01 1.387636222638797046e+00
-3.117306956049830990e+00 -7.717214146557528354e-01 -4.201152549049514739e+00 -6.587203446444772625e-02 2.767384655013920280e-01
-3.130455349594607029e+00 -7.142361835072222886e-01 -3.936931900331772649e+00 -9.867955705436906588e-02 3.884946960779547820e-01
-2.744985607212445000e+00 -9.452202390473852800e-01 -7.806707831408322917e+00 -6.803316273883099063e-02 5.311150243487088307e-01
-3.013760490998902419e+00 -5.008516446624630136e-01 -3.728651461004808265e+00 -2.493384317486989632e-01 9.296961078244340149e-01
-2.911536588729453090e+00 -2.682758631266607630e+00 -4.927339492878633820e+00 -2.839502386235889020e+00 1.399119224782321602e+01
-2.961735858669223287e+00 -8.334381157363769388e-01 -5.453423357473759836e+00 -2.920700580123021875e-02 1.592781676383004941e-01
-3.013965564190527413e+00 -2.541958307656482785e-01 -2.554103965035792179e+00 -5.564188958305013033e-01 1.421151708061520802e+00
-2.730304255386985179e+00 -2.584114536482079227e+00 -4.677896285823563538e+00 -2.582154659356201254e+00 1.207905169042438231e+01
-3.050622256095977480e+00 1.094247952046059291e+00 -4.973378128693649813e+00 -4.388437097461358682e+00 2.182535707966216521e+01
-3.028219614308301999e+00 1.631021580947187022e-01 -1.115683478401002349e+00 -1.353602976796301371e+00 1.510192477526048682e+00
-3.057066477135164995e+00 -7.697133463147936006e-01 -4.563771712920788204e+00 -5.628852567814849467e-02 2.568879812519495043e-01
-3.070987863836256437e+00 1.325844882154093296e-01 -1.117560597234662501e+00 -1.287786899758195380e+00 1.439179896804743342e+00
-2.816013008613114543e+00 -6.534762799464537419e-01 -5.954805700421739623e+00 -1.539299015593463549e-01 9.166226552709528796e-01
-3.012012466960991119e+00 -1.114171488227448714e+00 -5.638148746585008197e+00 -1.317942808655936382e-02 7.430757594694192836e-02
-3.069203876332598835e+00 -4.014201765880741068e-01 -2.975538881952797698e+00 -3.630869814953101016e-01 1.080379430970171084e+00
-3.103286530579762115e+00 -2.064595725636509671e-01 -2.012842084955559052e+00 -6.403745173750675646e-01 1.288972778705640865e+00
-2.786600965582747502e+00 -9.443599266788840207e-01 -7.362893513143653479e+00 -4.863496564939488037e-02 3.580940730918940051e-01
-3.054396128833570145e+00 -8.808848469509689139e-01 -4.916382288068637862e+00 -1.714735851797246149e-02 8.430296970492269504e-02
-3.107650965820610178e+00 -8.475453909488575022e-01 -4.483439483655810243e+00 -3.483113826304688049e-02 1.561633005492190363e-01
-2.658801481906746478e+00 -1.208076446601547893e+00 -9.104122813692042016e+00 -1.597122363793590516e-01 1.454039814847098766e+00
-3.126245121327317911e+00 -1.145153848310201283e+00 -4.874293896441535878e+00 -3.700747033821014109e-02 1.803852867922788594e-01
-2.497208674913358184e+00 -8.472743771470492291e-01 -1.060522471990249826e+01 -2.761242324582028895e-01 2.928359535829836879e+00
-2.925416536586822769e+00 -9.170087170436773683e-01 -5.991594056400703749e+00 -1.245024606144115413e-02 7.459682030245709528e-02
-2.608505240175146955e+00 -9.741866973435895360e-01 -9.500895575046076402e+00 -1.539344735643508322e-01 1.462515358734588045e+00
-2.944271142255551421e+00 -7.577993209872510016e-01 -5.325294715024815773e+00 -6.176687449973766036e-02 3.289268103370540097e-01
-3.049903119157457265e+00 -8.268555565681259267e-01 -4.793697741854567873e+00 -3.246931959297681691e-02 1.556481040124072512e-01
-3.111700562214048560e+00 -7.648236423456449273e-01 -4.211653689599874184e+00 -6.778493479850367098e-02 2.854866707434048911e-01
-3.047691295996342031e+00 -6.535903346229462452e-01 -4.192888889575397293e+00 -1.222741159804530686e-01 5.126817823770951632e-01
-3.140595909224588755e+00 -8.210470378518078816e-01 -4.215650393632145665e+00 -5.179137235230107938e-02 2.183343192437270652e-01
-2.966007465890833750e+00 -6.589548695667009071e-01 -4.760329940245030755e+00 -1.174672733674288205e-01 5.591829784099191514e-01
-3.059718445672562126e+00 -1.314874037559200293e+00 -5.320166967542172110e+00 -1.027119522823794345e-01 5.464447357044829312e-01
-3.066613578166435428e+00 -9.121901425811292929e-01 -4.912695460364563615e+00 -1.214793985605820692e-02 5.967912898363890439e-02
-3.059399507910827598e+00 -6.187642574005022267e-01 -3.980423742464677339e+00 -1.488689929754389851e-01 5.925616741562446110e-01
-2.995952227311792448e+00 -9.646466231575906436e-01 -5.537293315605834820e+00 -1.266245717896805198e-03 7.011573949624491132e-03
-3.140026517256444549e+00 -9.165934792479367710e-01 -4.460731125488075044e+00 -2.656407323893371364e-02 1.184951883166564385e-01
-3.059990565192304501e+00 -1.221725037647780843e+00 -5.340732092078560811e+00 -5.276086023200196595e-02 2.817816194467244184e-01
-3.127562922153145131e+00 -6.221337322173026152e-01 -3.616985974285459982e+00 -1.590552154362745441e-01 5.753004833699572051e-01
